"","number","color"
"1328",8,"Red"
"1329",9,"Red"
"1330",10,"Blue"
"1331",1,"Blue"
"1332",2,"Black"
"1333",3,"Red"
"1334",4,"Red"
"1335",5,"Blue"
"1336",6,"Blue"
"1337",7,"Black"
"1338",8,"Black"
"1339",9,"Blue"
"1340",10,"Blue"
"1341",1,"Red"
"1342",2,"Black"
"1343",3,"Blue"
"1344",4,"Blue"
"1345",5,"Blue"
"1346",6,"Red"
"1347",7,"Black"
"1348",8,"Black"
"1349",9,"Red"
"1350",10,"Blue"
"1351",1,"Black"
"1352",2,"Blue"
"1353",3,"Black"
"1354",4,"Black"
"1355",5,"Red"
"1356",6,"Black"
"1357",7,"Black"
"1358",8,"Blue"
"1359",9,"Blue"
"1360",10,"Black"
"1361",1,"Blue"
"1362",2,"Red"
"1363",3,"Black"
"1364",4,"Blue"
"1365",5,"Red"
"1366",6,"Blue"
"1367",7,"Black"
"1368",8,"Black"
"1369",9,"Red"
"1370",10,"Black"
"1371",1,"Black"
"1372",2,"Blue"
"1373",3,"Black"
"1374",4,"Blue"
"1375",5,"Blue"
"1376",6,"Black"
"1377",7,"Black"
"1378",8,"Black"
"1379",9,"Black"
"1380",10,"Red"
"1381",1,"Black"
"1382",2,"Red"
"1383",3,"Black"
"1384",4,"Black"
"1385",5,"Red"
"1386",6,"Black"
"1387",7,"Black"
"1388",8,"Blue"
"1389",9,"Black"
"1390",10,"Blue"
"1391",1,"Black"
"1392",2,"Red"
"1393",3,"Black"
"1394",4,"Blue"
"1395",5,"Black"
"1396",6,"Blue"
"1397",7,"Black"
"1398",8,"Black"
"1399",9,"Blue"
"1400",10,"Blue"
"1401",1,"Blue"
"1402",2,"Black"
"1403",3,"Blue"
"1404",4,"Black"
"1405",5,"Black"
"1406",6,"Black"
"1407",7,"Black"
"1408",8,"Blue"
"1409",9,"Black"
"1410",10,"Blue"
"1411",1,"Black"
"1412",2,"Black"
"1413",3,"Black"
"1414",4,"Black"
"1415",5,"Black"
"1416",6,"Blue"
"1417",7,"Red"
"1418",8,"Black"
"1419",9,"Black"
"1420",10,"Red"
"1421",1,"Black"
"1422",2,"Blue"
"1423",3,"Red"
"1424",4,"Red"
"1425",5,"Blue"
"1426",6,"Red"
"1427",7,"Black"
"1428",8,"Black"
"1429",9,"Red"
"1430",10,"Red"
"1431",1,"Black"
"1432",2,"Red"
"1433",3,"Red"
"1434",4,"Red"
"1435",5,"Black"
"1436",6,"Blue"
"1437",7,"Black"
"1438",8,"Red"
"1439",9,"Black"
"1440",10,"Black"
"1441",1,"Blue"
"1442",2,"Black"
"1443",3,"Red"
"1444",4,"Blue"
"1445",5,"Black"
"1446",6,"Blue"
"1447",7,"Blue"
"1448",8,"Red"
"1449",9,"Blue"
"1450",10,"Red"
"1451",1,"Red"
"1452",2,"Blue"
"1453",3,"Red"
"1454",4,"Black"
"1455",5,"Black"
"1456",6,"Red"
"1457",7,"Black"
"1458",8,"Black"
"1459",9,"Black"
"1460",10,"Black"
"1461",1,"Blue"
"1462",2,"Blue"
"1463",3,"Blue"
"1464",4,"Black"
"1465",5,"Blue"
"1466",6,"Blue"
"1467",7,"Black"
"1468",8,"Black"
"1469",9,"Black"
"1470",10,"Black"
"1471",1,"Red"
"1472",2,"Black"
"1473",3,"Blue"
"1474",4,"Red"
"1475",5,"Black"
"1476",6,"Blue"
"1477",7,"Red"
"1478",8,"Black"
"1479",9,"Blue"
"1480",10,"Red"
"1481",1,"Black"
"1482",2,"Red"
"1483",3,"Red"
"1484",4,"Blue"
"1485",5,"Black"
"1486",6,"Blue"
"1487",7,"Black"
"1488",8,"Red"
"1489",9,"Black"
"1490",10,"Blue"
"1491",1,"Red"
"1492",2,"Black"
"1493",3,"Black"
"1494",4,"Blue"
"1495",5,"Black"
"1496",6,"Blue"
"1497",7,"Blue"
"1498",8,"Red"
"1499",9,"Black"
"1500",10,"Black"
"1501",1,"Black"
"1502",2,"Red"
"1503",3,"Black"
"1504",4,"Red"
"1505",5,"Black"
"1506",6,"Blue"
"1507",7,"Blue"
"1508",8,"Black"
"1509",9,"Black"
"1510",10,"Blue"
"1511",1,"Blue"
"1512",2,"Black"
"1513",3,"Blue"
"1514",4,"Black"
"1515",5,"Red"
"1516",6,"Black"
"1517",7,"Blue"
"1518",8,"Black"
"1519",9,"Blue"
"1520",10,"Red"
"1521",1,"Red"
"1522",2,"Blue"
"1523",3,"Blue"
"1524",4,"Blue"
"1525",5,"Blue"
"1526",6,"Black"
"1527",7,"Blue"
"1528",8,"Red"
"1529",9,"Red"
"1530",10,"Red"
"1531",1,"Black"
"1532",2,"Red"
"1533",3,"Black"
"1534",4,"Blue"
"1535",5,"Black"
"1536",6,"Red"
"1537",7,"Black"
"1538",8,"Black"
"1539",9,"Blue"
"1540",10,"Red"
"1541",1,"Red"
"1542",2,"Red"
"1543",3,"Black"
"1544",4,"Black"
"1545",5,"Blue"
"1546",6,"Red"
"1547",7,"Black"
"1548",8,"Blue"
"1549",9,"Red"
"1550",10,"Blue"
"1551",1,"Black"
"1552",2,"Red"
"1553",3,"Blue"
"1554",4,"Blue"
"1555",5,"Blue"
"1556",6,"Red"
"1557",7,"Black"
"1558",8,"Blue"
"1559",9,"Blue"
"1560",10,"Blue"
"1561",1,"Blue"
"1562",2,"Red"
"1563",3,"Red"
"1564",4,"Black"
"1565",5,"Black"
"1566",6,"Red"
"1567",7,"Black"
"1568",8,"Red"
"1569",9,"Red"
"1570",10,"Blue"
"1571",1,"Black"
"1572",2,"Red"
"1573",3,"Black"
"1574",4,"Black"
"1575",5,"Blue"
"1576",6,"Blue"
"1577",7,"Black"
"1578",8,"Black"
"1579",9,"Red"
"1580",10,"Black"
"1581",1,"Blue"
"1582",2,"Black"
"1583",3,"Blue"
"1584",4,"Black"
"1585",5,"Red"
"1586",6,"Black"
"1587",7,"Blue"
"1588",8,"Black"
"1589",9,"Blue"
"1590",10,"Blue"
"1591",1,"Black"
"1592",2,"Red"
"1593",3,"Black"
"1594",4,"Black"
"1595",5,"Black"
"1596",6,"Blue"
"1597",7,"Blue"
"1598",8,"Black"
"1599",9,"Black"
"1600",10,"Blue"
"1601",1,"Red"
"1602",2,"Blue"
"1603",3,"Red"
"1604",4,"Black"
"1605",5,"Blue"
"1606",6,"Red"
"1607",7,"Blue"
"1608",8,"Red"
"1609",9,"Black"
"1610",10,"Blue"
"1611",1,"Black"
"1612",2,"Black"
"1613",3,"Black"
"1614",4,"Red"
"1615",5,"Red"
"1616",6,"Red"
"1617",7,"Red"
"1618",8,"Blue"
"1619",9,"Blue"
"1620",10,"Red"
"1621",1,"Black"
"1622",2,"Red"
"1623",3,"Red"
"1624",4,"Black"
"1625",5,"Red"
"1626",6,"Red"
"1627",7,"Blue"
"1628",8,"Black"
"1629",9,"Black"
"1630",10,"Black"
"1631",1,"Black"
"1632",2,"Black"
"1633",3,"Blue"
"1634",4,"Black"
"1635",5,"Red"
"1636",6,"Red"
"1637",7,"Black"
"1638",8,"Black"
"1639",9,"Red"
"1640",10,"Red"
"1641",1,"Black"
"1642",2,"Red"
"1643",3,"Blue"
"1644",4,"Black"
"1645",5,"Black"
"1646",6,"Black"
"1647",7,"Black"
"1648",8,"Red"
"1649",9,"Black"
"1650",10,"Black"
"1651",1,"Red"
"1652",2,"Black"
"1653",3,"Black"
"1654",4,"Red"
"1655",5,"Black"
"1656",6,"Red"
"1657",7,"Blue"
"1658",8,"Black"
"1659",9,"Blue"
"1660",10,"Red"
"1661",1,"Blue"
"1662",2,"Red"
"1663",3,"Red"
"1664",4,"Blue"
"1665",5,"Blue"
"1666",6,"Black"
"1667",7,"Red"
"1668",8,"Black"
"1669",9,"Black"
"1670",10,"Blue"
"1671",1,"Black"
"1672",2,"Black"
"1673",3,"Blue"
"1674",4,"Black"
"1675",5,"Black"
"1676",6,"Black"
"1677",7,"Red"
"1678",8,"Black"
"1679",9,"Black"
"1680",10,"Red"
"1681",1,"Red"
"1682",2,"Red"
"1683",3,"Black"
"1684",4,"Black"
"1685",5,"Black"
"1686",6,"Blue"
"1687",7,"Black"
"1688",8,"Black"
"1689",9,"Blue"
"1690",10,"Red"
"1691",1,"Black"
"1692",2,"Black"
"1693",3,"Black"
"1694",4,"Red"
"1695",5,"Black"
"1696",6,"Red"
"1697",7,"Red"
"1698",8,"Black"
"1699",9,"Red"
"1700",10,"Black"
"1701",1,"Black"
"1702",2,"Black"
"1703",3,"Red"
"1704",4,"Blue"
"1705",5,"Black"
"1706",6,"Blue"
"1707",7,"Black"
"1708",8,"Black"
"1709",9,"Blue"
"1710",10,"Red"
"1711",1,"Black"
"1712",2,"Red"
"1713",3,"Red"
"1714",4,"Red"
"1715",5,"Blue"
"1716",6,"Black"
"1717",7,"Red"
"1718",8,"Black"
"1719",9,"Black"
"1720",10,"Red"
"1721",1,"Blue"
"1722",2,"Blue"
"1723",3,"Blue"
"1724",4,"Black"
"1725",5,"Blue"
"1726",6,"Blue"
"1727",7,"Blue"
"1728",8,"Red"
"1729",9,"Blue"
"1730",10,"Black"
"1731",1,"Blue"
"1732",2,"Blue"
"1733",3,"Red"
"1734",4,"Black"
"1735",5,"Red"
"1736",6,"Black"
"1737",7,"Black"
"1738",8,"Red"
"1739",9,"Red"
"1740",10,"Black"
"1741",1,"Blue"
"1742",2,"Black"
"1743",3,"Black"
"1744",4,"Black"
"1745",5,"Blue"
"1746",6,"Black"
"1747",7,"Blue"
"1748",8,"Blue"
"1749",9,"Blue"
"1750",10,"Black"
"1751",1,"Black"
"1752",2,"Red"
"1753",3,"Black"
"1754",4,"Blue"
"1755",5,"Red"
"1756",6,"Black"
"1757",7,"Red"
"1758",8,"Black"
"1759",9,"Black"
"1760",10,"Blue"
"1761",1,"Black"
"1762",2,"Black"
"1763",3,"Red"
"1764",4,"Black"
"1765",5,"Red"
"1766",6,"Red"
"1767",7,"Black"
"1768",8,"Black"
"1769",9,"Black"
"1770",10,"Red"
"1771",1,"Red"
"1772",2,"Blue"
"1773",3,"Blue"
"1774",4,"Red"
"1775",5,"Blue"
"1776",6,"Black"
"1777",7,"Blue"
"1778",8,"Blue"
"1779",9,"Red"
"1780",10,"Blue"
"1781",1,"Blue"
"1782",2,"Black"
"1783",3,"Red"
"1784",4,"Black"
"1785",5,"Blue"
"1786",6,"Black"
"1787",7,"Blue"
"1788",8,"Blue"
"1789",9,"Black"
"1790",10,"Black"
"1791",1,"Blue"
"1792",2,"Red"
"1793",3,"Red"
"1794",4,"Red"
"1795",5,"Blue"
"1796",6,"Black"
"1797",7,"Red"
"1798",8,"Black"
"1799",9,"Red"
"1800",10,"Black"
"1801",1,"Red"
"1802",2,"Black"
"1803",3,"Blue"
"1804",4,"Red"
"1805",5,"Blue"
"1806",6,"Blue"
"1807",7,"Black"
"1808",8,"Black"
"1809",9,"Red"
"1810",10,"Blue"
"1811",1,"Black"
"1812",2,"Black"
"1813",3,"Blue"
"1814",4,"Blue"
"1815",5,"Blue"
"1816",6,"Blue"
"1817",7,"Blue"
"1818",8,"Black"
"1819",9,"Black"
"1820",10,"Red"
"1821",1,"Blue"
"1822",2,"Red"
"1823",3,"Blue"
"1824",4,"Black"
"1825",5,"Red"
"1826",6,"Black"
"1827",7,"Blue"
"1828",8,"Black"
"1829",9,"Red"
"1830",10,"Red"
"1831",1,"Black"
"1832",2,"Red"
"1833",3,"Blue"
"1834",4,"Black"
"1835",5,"Blue"
"1836",6,"Blue"
"1837",7,"Blue"
"1838",8,"Blue"
"1839",9,"Black"
"1840",10,"Red"
"1841",1,"Red"
"1842",2,"Blue"
"1843",3,"Black"
"1844",4,"Red"
"1845",5,"Black"
"1846",6,"Blue"
"1847",7,"Blue"
"1848",8,"Red"
"1849",9,"Red"
"1850",10,"Red"
"1851",1,"Red"
"1852",2,"Blue"
"1853",3,"Black"
"1854",4,"Red"
"1855",5,"Blue"
"1856",6,"Red"
"1857",7,"Black"
"1858",8,"Red"
"1859",9,"Red"
"1860",10,"Blue"
"1861",1,"Blue"
"1862",2,"Red"
"1863",3,"Red"
"1864",4,"Blue"
"1865",5,"Red"
"1866",6,"Red"
"1867",7,"Black"
"1868",8,"Red"
"1869",9,"Blue"
"1870",10,"Red"
"1871",1,"Black"
"1872",2,"Blue"
"1873",3,"Blue"
"1874",4,"Blue"
"1875",5,"Red"
"1876",6,"Black"
"1877",7,"Black"
"1878",8,"Black"
"1879",9,"Black"
"1880",10,"Black"
"1881",1,"Black"
"1882",2,"Red"
"1883",3,"Black"
"1884",4,"Black"
"1885",5,"Red"
"1886",6,"Red"
"1887",7,"Blue"
"1888",8,"Black"
"1889",9,"Black"
"1890",10,"Red"
"1891",1,"Red"
"1892",2,"Red"
"1893",3,"Black"
"1894",4,"Black"
"1895",5,"Blue"
"1896",6,"Black"
"1897",7,"Red"
"1898",8,"Black"
"1899",9,"Black"
"1900",10,"Black"
"1901",1,"Red"
"1902",2,"Red"
"1903",3,"Red"
"1904",4,"Blue"
"1905",5,"Black"
"1906",6,"Red"
"1907",7,"Black"
"1908",8,"Blue"
"1909",9,"Black"
"1910",10,"Red"
"1911",1,"Red"
"1912",2,"Black"
"1913",3,"Red"
"1914",4,"Black"
"1915",5,"Red"
"1916",6,"Black"
"1917",7,"Red"
"1918",8,"Red"
"1919",9,"Red"
"1920",10,"Blue"
"1921",1,"Red"
"1922",2,"Red"
"1923",3,"Blue"
"1924",4,"Black"
"1925",5,"Black"
"1926",6,"Red"
"1927",7,"Black"
"1928",8,"Red"
"1929",9,"Blue"
"1930",10,"Black"
"1931",1,"Red"
"1932",2,"Black"
"1933",3,"Red"
"1934",4,"Blue"
"1935",5,"Black"
"1936",6,"Blue"
"1937",7,"Black"
"1938",8,"Blue"
"1939",9,"Red"
"1940",10,"Blue"
"1941",1,"Black"
"1942",2,"Black"
"1943",3,"Black"
"1944",4,"Black"
"1945",5,"Red"
"1946",6,"Black"
"1947",7,"Red"
"1948",8,"Black"
"1949",9,"Red"
"1950",10,"Blue"
"1951",1,"Red"
"1952",2,"Red"
"1953",3,"Red"
"1954",4,"Red"
"1955",5,"Red"
"1956",6,"Black"
"1957",7,"Blue"
"1958",8,"Red"
"1959",9,"Black"
"1960",10,"Black"
"1961",1,"Red"
"1962",2,"Black"
"1963",3,"Black"
"1964",4,"Blue"
"1965",5,"Red"
"1966",6,"Black"
"1967",7,"Black"
"1968",8,"Red"
"1969",9,"Black"
"1970",10,"Black"
"1971",1,"Red"
"1972",2,"Black"
"1973",3,"Blue"
"1974",4,"Black"
"1975",5,"Red"
"1976",6,"Blue"
"1977",7,"Red"
"1978",8,"Blue"
"1979",9,"Red"
"1980",10,"Blue"
"1981",1,"Red"
"1982",2,"Black"
"1983",3,"Black"
"1984",4,"Black"
"1985",5,"Black"
"1986",6,"Black"
"1987",7,"Red"
"1988",8,"Red"
"1989",9,"Red"
"1990",10,"Red"
"1991",1,"Red"
"1992",2,"Red"
"1993",3,"Black"
"1994",4,"Red"
"1995",5,"Red"
"1996",6,"Black"
"1997",7,"Black"
"1998",8,"Black"
"1999",9,"Black"
"2000",10,"Red"
"2001",1,"Red"
"2002",2,"Blue"
"2003",3,"Blue"
"2004",4,"Red"
"2005",5,"Red"
"2006",6,"Red"
"2007",7,"Blue"
"2008",8,"Red"
"2009",9,"Black"
"2010",10,"Black"
"2011",1,"Black"
"2012",2,"Black"
"2013",3,"Blue"
"2014",4,"Blue"
"2015",5,"Black"
"2016",6,"Red"
"2017",7,"Black"
"2018",8,"Blue"
"2019",9,"Red"
"2020",10,"Red"
"2021",1,"Black"
"2022",2,"Blue"
"2023",3,"Black"
"2024",4,"Black"
"2025",5,"Red"
"2026",6,"Blue"
"2027",7,"Black"
"2028",8,"Blue"
"2029",9,"Red"
"2030",10,"Red"
"2031",1,"Black"
"2032",2,"Black"
"2033",3,"Black"
"2034",4,"Black"
"2035",5,"Black"
"2036",6,"Black"
"2037",7,"Blue"
"2038",8,"Black"
"2039",9,"Blue"
"2040",10,"Black"
"2041",1,"Red"
"2042",2,"Black"
"2043",3,"Blue"
"2044",4,"Red"
"2045",5,"Red"
"2046",6,"Red"
"2047",7,"Red"
"2048",8,"Black"
"2049",9,"Black"
"2050",10,"Blue"
"2051",1,"Blue"
"2052",2,"Blue"
"2053",3,"Black"
"2054",4,"Red"
"2055",5,"Red"
"2056",6,"Blue"
"2057",7,"Black"
"2058",8,"Blue"
"2059",9,"Black"
"2060",10,"Blue"
"2061",1,"Blue"
"2062",2,"Black"
"2063",3,"Blue"
"2064",4,"Blue"
"2065",5,"Blue"
"2066",6,"Red"
"2067",7,"Blue"
"2068",8,"Black"
"2069",9,"Black"
"2070",10,"Red"
"2071",1,"Blue"
"2072",2,"Blue"
"2073",3,"Red"
"2074",4,"Blue"
"2075",5,"Blue"
"2076",6,"Blue"
"2077",7,"Black"
"2078",8,"Red"
"2079",9,"Black"
"2080",10,"Blue"
"2081",1,"Black"
"2082",2,"Black"
"2083",3,"Black"
"2084",4,"Blue"
"2085",5,"Black"
"2086",6,"Black"
"2087",7,"Black"
"2088",8,"Black"
"2089",9,"Red"
"2090",10,"Black"
"2091",1,"Red"
"2092",2,"Blue"
"2093",3,"Blue"
"2094",4,"Black"
"2095",5,"Black"
"2096",6,"Red"
"2097",7,"Black"
"2098",8,"Black"
"2099",9,"Blue"
"2100",10,"Blue"
"2101",1,"Blue"
"2102",2,"Blue"
"2103",3,"Blue"
"2104",4,"Blue"
"2105",5,"Blue"
"2106",6,"Black"
"2107",7,"Red"
"2108",8,"Red"
"2109",9,"Blue"
"2110",10,"Blue"
"2111",1,"Red"
"2112",2,"Red"
"2113",3,"Blue"
"2114",4,"Red"
"2115",5,"Red"
"2116",6,"Red"
"2117",7,"Black"
"2118",8,"Black"
"2119",9,"Red"
"2120",10,"Blue"
"2121",1,"Black"
"2122",2,"Black"
"2123",3,"Blue"
"2124",4,"Red"
"2125",5,"Blue"
"2126",6,"Red"
"2127",7,"Black"
"2128",8,"Black"
"2129",9,"Black"
"2130",10,"Blue"
"2131",1,"Black"
"2132",2,"Black"
"2133",3,"Blue"
"2134",4,"Red"
"2135",5,"Black"
"2136",6,"Red"
"2137",7,"Red"
"2138",8,"Red"
"2139",9,"Black"
"2140",10,"Black"
"2141",1,"Red"
"2142",2,"Blue"
"2143",3,"Blue"
"2144",4,"Black"
"2145",5,"Black"
"2146",6,"Red"
"2147",7,"Blue"
"2148",8,"Red"
"2149",9,"Blue"
"2150",10,"Black"
"2151",1,"Red"
"2152",2,"Blue"
"2153",3,"Blue"
"2154",4,"Black"
"2155",5,"Black"
"2156",6,"Red"
"2157",7,"Black"
"2158",8,"Black"
"2159",9,"Black"
"2160",10,"Red"
"2161",1,"Blue"
"2162",2,"Red"
"2163",3,"Black"
"2164",4,"Red"
"2165",5,"Black"
"2166",6,"Blue"
"2167",7,"Black"
"2168",8,"Red"
"2169",9,"Blue"
"2170",10,"Black"
"2171",1,"Black"
"2172",2,"Black"
"2173",3,"Black"
"2174",4,"Blue"
"2175",5,"Black"
"2176",6,"Black"
"2177",7,"Black"
"2178",8,"Black"
"2179",9,"Red"
"2180",10,"Black"
"2181",1,"Black"
"2182",2,"Red"
"2183",3,"Blue"
"2184",4,"Red"
"2185",5,"Black"
"2186",6,"Red"
"2187",7,"Black"
"2188",8,"Black"
"2189",9,"Blue"
"2190",10,"Red"
"2191",1,"Blue"
"2192",2,"Blue"
"2193",3,"Red"
"2194",4,"Red"
"2195",5,"Blue"
"2196",6,"Black"
"2197",7,"Blue"
"2198",8,"Black"
"2199",9,"Red"
"2200",10,"Blue"
"2201",1,"Black"
"2202",2,"Red"
"2203",3,"Black"
"2204",4,"Black"
"2205",5,"Black"
"2206",6,"Blue"
"2207",7,"Blue"
"2208",8,"Black"
"2209",9,"Red"
"2210",10,"Black"
"2211",1,"Blue"
"2212",2,"Black"
"2213",3,"Blue"
"2214",4,"Blue"
"2215",5,"Black"
"2216",6,"Black"
"2217",7,"Red"
"2218",8,"Black"
"2219",9,"Red"
"2220",10,"Blue"
"2221",1,"Black"
"2222",2,"Blue"
"2223",3,"Red"
"2224",4,"Black"
"2225",5,"Blue"
"2226",6,"Black"
"2227",7,"Red"
"2228",8,"Black"
"2229",9,"Blue"
"2230",10,"Blue"
"2231",1,"Black"
"2232",2,"Red"
"2233",3,"Red"
"2234",4,"Blue"
"2235",5,"Black"
"2236",6,"Red"
"2237",7,"Red"
"2238",8,"Blue"
"2239",9,"Red"
"2240",10,"Red"
"2241",1,"Black"
"2242",2,"Black"
"2243",3,"Red"
"2244",4,"Black"
"2245",5,"Red"
"2246",6,"Black"
"2247",7,"Black"
"2248",8,"Black"
"2249",9,"Blue"
"2250",10,"Blue"
"2251",1,"Black"
"2252",2,"Black"
"2253",3,"Black"
"2254",4,"Red"
"2255",5,"Red"
"2256",6,"Blue"
"2257",7,"Black"
"2258",8,"Blue"
"2259",9,"Blue"
"2260",10,"Blue"
"2261",1,"Blue"
"2262",2,"Red"
"2263",3,"Blue"
"2264",4,"Blue"
"2265",5,"Blue"
"2266",6,"Blue"
"2267",7,"Red"
"2268",8,"Black"
"2269",9,"Black"
"2270",10,"Red"
"2271",1,"Black"
"2272",2,"Black"
"2273",3,"Red"
"2274",4,"Black"
"2275",5,"Blue"
"2276",6,"Blue"
"2277",7,"Blue"
"2278",8,"Blue"
"2279",9,"Red"
"2280",10,"Red"
"2281",1,"Black"
"2282",2,"Red"
"2283",3,"Red"
"2284",4,"Red"
"2285",5,"Blue"
"2286",6,"Red"
"2287",7,"Red"
"2288",8,"Red"
"2289",9,"Black"
"2290",10,"Blue"
"2291",1,"Black"
"2292",2,"Blue"
"2293",3,"Black"
"2294",4,"Black"
"2295",5,"Black"
"2296",6,"Red"
"2297",7,"Red"
"2298",8,"Black"
"2299",9,"Black"
"2300",10,"Blue"
"2301",1,"Blue"
"2302",2,"Red"
"2303",3,"Red"
"2304",4,"Blue"
"2305",5,"Red"
"2306",6,"Blue"
"2307",7,"Red"
"2308",8,"Red"
"2309",9,"Red"
"2310",10,"Red"
"2311",1,"Blue"
"2312",2,"Red"
"2313",3,"Red"
"2314",4,"Red"
"2315",5,"Blue"
"2316",6,"Black"
"2317",7,"Black"
"2318",8,"Blue"
"2319",9,"Black"
"2320",10,"Red"
"2321",1,"Red"
"2322",2,"Red"
"2323",3,"Black"
"2324",4,"Red"
"2325",5,"Blue"
"2326",6,"Red"
"2327",7,"Red"
"2328",8,"Red"
"2329",9,"Blue"
"2330",10,"Red"
"2331",1,"Black"
"2332",2,"Black"
"2333",3,"Black"
"2334",4,"Black"
"2335",5,"Black"
"2336",6,"Black"
"2337",7,"Black"
"2338",8,"Black"
"2339",9,"Red"
"2340",10,"Blue"
"2341",1,"Blue"
"2342",2,"Red"
"2343",3,"Blue"
"2344",4,"Black"
"2345",5,"Blue"
"2346",6,"Blue"
"2347",7,"Black"
"2348",8,"Red"
"2349",9,"Blue"
"2350",10,"Black"
"2351",1,"Blue"
"2352",2,"Red"
"2353",3,"Blue"
"2354",4,"Black"
"2355",5,"Red"
"2356",6,"Red"
"2357",7,"Black"
"2358",8,"Red"
"2359",9,"Red"
"2360",10,"Blue"
"2361",1,"Red"
"2362",2,"Blue"
"2363",3,"Black"
"2364",4,"Black"
"2365",5,"Black"
"2366",6,"Black"
"2367",7,"Black"
"2368",8,"Black"
"2369",9,"Black"
"2370",10,"Red"
"2371",1,"Black"
"2372",2,"Blue"
"2373",3,"Black"
"2374",4,"Blue"
"2375",5,"Black"
"2376",6,"Black"
"2377",7,"Black"
"2378",8,"Blue"
"2379",9,"Black"
"2380",10,"Black"
"2381",1,"Blue"
"2382",2,"Red"
"2383",3,"Red"
"2384",4,"Red"
"2385",5,"Red"
"2386",6,"Red"
"2387",7,"Red"
"2388",8,"Blue"
"2389",9,"Blue"
"2390",10,"Red"
"2391",1,"Red"
"2392",2,"Black"
"2393",3,"Black"
"2394",4,"Red"
"2395",5,"Black"
"2396",6,"Blue"
"2397",7,"Blue"
"2398",8,"Red"
"2399",9,"Blue"
"2400",10,"Red"
"2401",1,"Black"
"2402",2,"Black"
"2403",3,"Blue"
"2404",4,"Blue"
"2405",5,"Blue"
"2406",6,"Red"
"2407",7,"Blue"
"2408",8,"Black"
"2409",9,"Red"
"2410",10,"Red"
"2411",1,"Red"
"2412",2,"Blue"
"2413",3,"Black"
"2414",4,"Blue"
"2415",5,"Red"
"2416",6,"Red"
"2417",7,"Blue"
"2418",8,"Red"
"2419",9,"Black"
"2420",10,"Black"
"2421",1,"Black"
"2422",2,"Blue"
"2423",3,"Red"
"2424",4,"Red"
"2425",5,"Blue"
"2426",6,"Black"
"2427",7,"Red"
"2428",8,"Red"
"2429",9,"Blue"
"2430",10,"Black"
"2431",1,"Blue"
"2432",2,"Red"
"2433",3,"Red"
"2434",4,"Blue"
"2435",5,"Black"
"2436",6,"Black"
"2437",7,"Blue"
"2438",8,"Red"
"2439",9,"Blue"
"2440",10,"Blue"
"2441",1,"Blue"
"2442",2,"Red"
"2443",3,"Red"
"2444",4,"Black"
"2445",5,"Black"
"2446",6,"Black"
"2447",7,"Red"
"2448",8,"Blue"
"2449",9,"Black"
"2450",10,"Black"
"2451",1,"Black"
"2452",2,"Blue"
"2453",3,"Blue"
"2454",4,"Blue"
"2455",5,"Blue"
"2456",6,"Black"
"2457",7,"Blue"
"2458",8,"Red"
"2459",9,"Red"
"2460",10,"Blue"
"2461",1,"Black"
"2462",2,"Blue"
"2463",3,"Blue"
"2464",4,"Blue"
"2465",5,"Blue"
"2466",6,"Blue"
"2467",7,"Red"
"2468",8,"Black"
"2469",9,"Blue"
"2470",10,"Red"
"2471",1,"Red"
"2472",2,"Red"
"2473",3,"Black"
"2474",4,"Red"
"2475",5,"Blue"
"2476",6,"Black"
"2477",7,"Blue"
"2478",8,"Black"
"2479",9,"Black"
"2480",10,"Red"
"2481",1,"Red"
"2482",2,"Red"
"2483",3,"Black"
"2484",4,"Black"
"2485",5,"Blue"
"2486",6,"Black"
"2487",7,"Black"
"2488",8,"Blue"
"2489",9,"Black"
"2490",10,"Black"
"2491",1,"Red"
"2492",2,"Blue"
"2493",3,"Red"
"2494",4,"Red"
"2495",5,"Red"
"2496",6,"Black"
"2497",7,"Black"
"2498",8,"Black"
"2499",9,"Blue"
"2500",10,"Red"
"2501",1,"Black"
"2502",2,"Red"
"2503",3,"Black"
"2504",4,"Blue"
"2505",5,"Red"
"2506",6,"Blue"
"2507",7,"Black"
"2508",8,"Blue"
"2509",9,"Black"
"2510",10,"Red"
"2511",1,"Blue"
"2512",2,"Red"
"2513",3,"Red"
"2514",4,"Black"
"2515",5,"Black"
"2516",6,"Black"
"2517",7,"Black"
"2518",8,"Blue"
"2519",9,"Blue"
"2520",10,"Black"
"2521",1,"Red"
"2522",2,"Black"
"2523",3,"Black"
"2524",4,"Black"
"2525",5,"Red"
"2526",6,"Blue"
"2527",7,"Black"
"2528",8,"Blue"
"2529",9,"Black"
"2530",10,"Blue"
"2531",1,"Black"
"2532",2,"Black"
"2533",3,"Blue"
"2534",4,"Blue"
"2535",5,"Blue"
"2536",6,"Blue"
"2537",7,"Black"
"2538",8,"Red"
"2539",9,"Red"
"2540",10,"Black"
"2541",1,"Blue"
"2542",2,"Black"
"2543",3,"Blue"
"2544",4,"Blue"
"2545",5,"Black"
"2546",6,"Black"
"2547",7,"Black"
"2548",8,"Red"
"2549",9,"Black"
"2550",10,"Red"
"2551",1,"Blue"
"2552",2,"Blue"
"2553",3,"Blue"
"2554",4,"Black"
"2555",5,"Red"
"2556",6,"Blue"
"2557",7,"Blue"
"2558",8,"Blue"
"2559",9,"Red"
"2560",10,"Red"
"2561",1,"Blue"
"2562",2,"Black"
"2563",3,"Black"
"2564",4,"Blue"
"2565",5,"Blue"
