country,treatment,categorynum,motive_selfimage,motive_harm,motive_detection,motive_reputation,contact_prob_own,reward,reward_prob,reward_USD,exp_reward_USD,socialdesirability,empathy_score,protectedvalues,owner_income,contact_prob_other,lost_wallet,lost_phone,lost_keys,found_wallet,found_phone,found_keys,appro_cheattaxes,appro_keepwallet,appro_claimbenefits,appro_parkdamage,nomoney,midmoney,nokey,highmoney,countryFE,money_in_wallet,money_in_wallet_int,RESTRICTED_SAMPLE
"USA",3,1,10,10,10,5,60.000004,55,.69999999,55,38.5,3.5,1.5714285,4.25,3,80,0,1,1,0,1,0,-2,2,1,-1,1,0,0,0,3,0,1,1
"USA",4,5,10,10,10,10,90,13.4,.89999998,13.4,12.059999,3.6666667,2,2.5,2,90,1,1,1,0,0,1,-2,-1,2,-2,0,0,0,1,3,94.45,1,1
"USA",2,2,10,10,10,10,100,30,.5,30,15,3.3333333,2.5714285,5.25,2,50,0,1,1,0,1,0,-1,2,-1,-2,0,0,1,0,3,200,0,0
"USA",1,3,0,10,8,10,100,10,.2,10,2,4,2.2857144,3.75,1,90,1,1,1,0,1,1,-2,-2,-1,-2,0,1,0,0,3,13.45,1,1
"USA",4,4,10,10,10,8,100,10,.5,10,5,3.8333333,2.1428571,2.5,1,80,1,1,1,0,0,1,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",2,4,10,10,10,0,100,1,0,1,0,4,2.2857144,4.5,2,80,1,0,1,1,1,1,1,-1,1,1,0,0,1,0,3,13.45,1,1
"USA",4,1,10,9,5,5,100,0,.1,0,0,2.1666667,1.8571428,3,1,50,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,3,94.45,1,1
"USA",1,2,10,10,5,10,100,5.5,0,5.5,0,3.6666667,2.2857144,6,-1,100,1,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,3,14.45,0,0
"USA",1,1,10,10,10,10,100,17.5,1,17.5,17.5,2.3333333,3.1428571,3,3,100,1,1,1,1,1,1,2,2,2,2,0,1,0,0,3,13.45,1,1
"USA",1,2,5,5,5,5,80,5,0,5,0,1.6666666,2.2857144,3.5,1,50,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,3,13.45,1,1
"USA",3,3,8,8,9,9,40,200,.60000002,200,120.00001,2.5,2.5714285,2.5,3,60.000004,1,1,1,1,1,1,2,2,1,2,1,0,0,0,3,100,0,0
"USA",2,1,6,9,7,7,70,14.9,.30000001,14.9,4.4700003,3.5,2.7142856,4,-1,60.000004,1,1,1,1,1,1,-2,2,-1,-2,0,0,1,0,3,13.45,1,1
"USA",2,1,8,10,2,8,100,17.5,.30000001,17.5,5.25,2.6666667,1.8571428,3,0,90,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,3,13.45,1,1
"USA",1,5,8,5,7,8,90,5,.2,5,1,2.5,1.5714285,5,1,80,0,0,1,0,0,1,-1,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,4,10,10,0,10,100,13,0,13,0,3.5,1.7142857,3,0,50,1,0,1,1,0,1,-1,-2,-1,-1,0,1,0,0,3,13.43,1,1
"USA",1,5,7,6,5,5,70,5,.1,5,.5,1.6666666,2.1428571,3.75,0,50,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.65,1,1
"USA",3,4,4,5,2,5,20,5,.1,5,.5,1.6666666,2,3.25,-1,20,1,0,1,0,1,0,-1,-1,-1,-1,1,0,0,0,3,6,0,0
"USA",4,5,7,3,3,5,80,10,.2,10,2,2.1666667,2,3.5,1,50,1,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",3,2,5,8,3,3,100,5.1999998,.1,5.1999998,.51999998,2,2.1428571,5.25,0,80,0,0,0,0,0,0,-1,-2,-1,-2,1,0,0,0,3,0,1,1
"USA",3,3,10,3,0,10,90,5,.5,5,2.5,3.1666667,2.8571429,5.5,0,40,0,0,0,1,0,0,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,2,10,5,0,10,100,0,0,0,0,3.5,2,3.75,2,40,1,0,0,0,1,0,-2,-2,-2,-2,0,0,1,0,3,13.75,1,1
"USA",2,4,0,2,0,0,100,5,0,5,0,4,1.5714285,5.5,-2,20,1,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.69,1,1
"USA",4,5,8,10,9,8,80,100,.89999998,100,90,2.8333333,2.5714285,2.5,3,90,0,1,1,0,0,1,1,1,2,1,0,0,0,1,3,96.5,0,0
"USA",3,3,8,8,7,9,60.000004,53,.60000002,53,31.800001,2,1.4285715,3.5,2,80,1,1,1,1,1,1,1,1,-1,2,1,0,0,0,3,500,0,0
"USA",2,4,10,9,7,8,100,2,.5,2,1,2,2.4285715,3,0,90,1,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13,1,1
"USA",1,3,10,8,0,10,100,5,.1,5,.5,2.1666667,2.2857144,1.25,-1,70,0,0,0,1,0,0,-2,1,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,5,8,4,1,7,90,5,.69999999,5,3.5,3.5,2,4.75,0,50,1,1,1,0,0,0,-1,2,-2,-1,0,0,0,1,3,97,0,0
"USA",3,5,10,10,7,8,100,5,.1,5,.5,4,2,5.75,1,70,0,0,1,1,1,1,1,-1,-1,1,1,0,0,0,3,0,1,1
"USA",2,4,10,10,5,5,100,0,.5,0,0,2.5,2.2857144,4.5,0,100,1,0,1,1,0,1,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,5,9,2,5,7,100,5,.1,5,.5,3.3333333,2,5.5,1,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,5,10,2,5,10,100,2,0,2,0,3,2.2857144,5.25,2,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",1,5,0,6,0,5,100,5,0,5,0,3.6666667,2.2857144,4.5,0,80,0,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.42,1,1
"USA",2,1,2,0,1,10,100,50,.30000001,50,15.000001,2.5,2.1428571,4.5,3,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,1,0,3,13.25,1,1
"USA",2,2,10,3,1,10,100,0,0,0,0,2.1666667,1.8571428,5,1,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.65,1,1
"USA",1,2,0,10,5,5,100,13,.1,13,1.3000001,4.1666665,2.1428571,5.25,2,100,1,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.24,1,1
"USA",2,2,10,5,2,10,100,2,.1,2,.2,3,2.1428571,5.5,2,70,1,0,1,1,0,1,1,-1,1,1,0,0,1,0,3,13.45,1,1
"USA",4,1,9,9,8,3,80,10,.30000001,10,3,1.3333334,1.5714285,3.25,0,80,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,97.45,0,0
"USA",3,3,0,0,0,0,0,0,0,0,0,1.6666666,2.4285715,3.5,0,0,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,5,10,10,0,10,100,5,0,5,0,3.1666667,2.2857144,6,0,50,1,1,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94.56,1,1
"USA",1,4,9,9,9,9,100,10,.80000001,10,8,2.8333333,2.2857144,3,1,80,1,1,0,0,0,1,-2,1,-1,2,0,1,0,0,3,13,1,1
"USA",2,1,8,2,0,5,100,.1,0,.1,0,2.5,1.5714285,1.5,0,80,1,0,1,1,0,0,-1,-2,-1,-2,0,0,1,0,3,13.65,1,1
"USA",2,2,9,10,10,9,90,3.4000001,.40000001,3.4000001,1.36,2.6666667,2.8571429,3,2,80,1,1,1,1,1,1,2,2,1,2,0,0,1,0,3,50,0,0
"USA",2,3,10,10,5,10,100,20,0,20,0,3,1.7142857,4.75,0,50,0,0,1,1,0,0,-2,-2,-2,-2,0,0,1,0,3,13,1,1
"USA",3,5,10,8,2,10,100,5,0,5,0,2.8333333,2.4285715,3.75,2,90,0,0,0,0,1,1,-1,-2,-2,-1,1,0,0,0,3,0,1,1
"USA",1,5,10,10,1,10,100,3,0,3,0,4,2.1428571,4.5,-1,50,1,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",3,2,3,7,5,3,100,20,0,20,0,2.8333333,1.8571428,4.25,1,20,1,0,1,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1
"USA",3,5,10,8,5,0,100,1,0,1,0,3.6666667,1.8571428,5.5,0,50,1,1,1,0,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,5,10,8,2,10,100,5,.1,5,.5,4,1.8571428,5.75,2,20,0,0,0,0,0,1,2,-2,2,2,0,1,0,0,3,13.57,1,1
"USA",4,2,10,9,5,10,100,10,.1,10,1,4,2,5.5,2,50,0,1,0,1,0,0,-1,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",1,3,10,10,6,9,100,5,.1,5,.5,3.3333333,2,5.5,2,50,0,0,1,0,0,0,2,1,2,2,0,1,0,0,3,13,1,1
"USA",4,1,10,10,8,10,80,25,.5,25,12.5,3.1666667,2.1428571,3.25,1,50,0,0,1,0,0,1,-2,-1,-2,-2,0,0,0,1,3,94,1,1
"USA",1,4,10,10,0,0,100,1,0,1,0,1.8333334,2,2.75,0,70,0,1,1,1,1,1,-1,-2,-1,-2,0,1,0,0,3,13.45,1,1
"USA",4,2,10,10,9,7,90,5,.1,5,.5,2.6666667,2.2857144,4.25,0,40,0,1,1,0,1,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",3,4,0,5,0,2,50,0,0,0,0,3.3333333,2,4,3,50,0,0,1,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,4,10,4,10,9,100,5,0,5,0,2.5,2.1428571,3.75,1,10,1,0,1,1,1,1,1,-2,-1,-1,0,1,0,0,3,13.65,1,1
"USA",1,3,8,3,5,6,100,20,.1,20,2,2.5,2.2857144,4,0,70,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",2,1,10,10,10,10,100,5,0,5,0,3.5,2.2857144,3.25,2,0,0,1,1,0,1,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,1,10,8,0,8,100,10,.1,10,1,3,2.1428571,5.5,2,100,0,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.46,1,1
"USA",2,3,10,9,0,6,100,5,0,5,0,.33333334,1.8571428,1.5,2,90,0,0,0,0,0,1,2,-2,-1,1,0,0,1,0,3,13.45,1,1
"USA",2,1,10,4,5,10,100,0,0,0,0,3.3333333,2.5714285,4.5,-1,10,0,0,1,0,0,0,-2,-2,-1,-1,0,0,1,0,3,13.45,1,1
"USA",4,1,10,10,6,10,100,25,0,25,0,4.5,2.2857144,6,3,100,0,0,0,1,1,0,-2,-2,-2,-2,0,0,0,1,3,94.38,1,1
"USA",4,1,10,10,10,0,100,10,.1,10,1,3.8333333,2.1428571,4.25,1,80,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94.75,1,1
"USA",3,5,10,10,10,10,100,5,0,5,0,3.3333333,2.1428571,3.25,0,50,0,0,1,0,0,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,1,0,10,5,5,100,10,.69999999,10,7,2.5,2.4285715,3.5,0,50,0,0,0,0,0,0,-2,-2,-1,-2,0,0,1,0,3,13.54,1,1
"USA",3,4,0,3,6,5,90,20,0,20,0,1,2.1428571,4,1,50,0,0,1,0,0,1,-1,-2,-1,-1,1,0,0,0,3,0,1,1
"USA",3,2,10,5,0,5,100,10,.5,10,5,2.8333333,2,5,0,50,1,0,1,1,0,0,2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",3,5,3,6,0,7,100,1,.1,1,.1,2.6666667,1.8571428,5,2,50,0,0,1,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,1,10,2,1,10,100,5,.1,5,.5,3.3333333,2.1428571,5.75,1,70,1,1,0,1,0,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,4,10,8,3,4,100,5,.2,5,1,2.5,2.2857144,4,1,80,0,0,0,0,0,0,-2,-2,2,1,0,0,1,0,3,12,0,0
"USA",2,1,10,2,6,10,100,2,0,2,0,2.5,2.1428571,5,3,80,0,0,0,1,0,1,-2,-2,-2,-1,0,0,1,0,3,13.65,1,1
"USA",4,4,10,7,7,9,100,10,.2,10,2,2.5,2,5.25,1,90,1,1,0,1,0,0,-2,2,-2,-2,0,0,0,1,3,96,0,0
"USA",1,5,7,5,6,7,90,1,0,1,0,3,2.2857144,4.25,0,70,0,1,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,4,9,7,2,6,100,5,.1,5,.5,1.3333334,1.7142857,3,1,60.000004,0,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,3,13.45,1,1
"USA",4,1,9,7,5,0,80,5,0,5,0,2.8333333,1.5714285,4.5,0,50,0,0,0,0,0,1,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",2,3,10,10,3,5,100,5,.5,5,2.5,2.1666667,1.8571428,4.5,0,80,1,0,1,1,0,0,-1,-2,-2,-2,0,0,1,0,3,3,0,0
"USA",2,5,7,7,7,3,80,5,0,5,0,3.3333333,2,4.5,-1,60.000004,0,1,0,0,1,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,1,10,10,10,10,100,5,0,5,0,3.8333333,2.2857144,3.5,3,50,1,1,1,1,0,0,1,-2,2,2,0,0,1,0,3,13.95,1,1
"USA",2,4,10,10,10,10,100,1,0,1,0,2.6666667,2,3.75,1,90,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,3,13.87,1,1
"USA",1,3,5,10,5,5,100,5,.5,5,2.5,3.5,2.1428571,6,0,30.000002,1,1,1,1,0,1,-1,-1,2,-1,0,1,0,0,3,13.17,1,1
"USA",1,3,10,8,5,10,100,4,.5,4,2,2.5,2.2857144,3.25,2,0,0,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,3,9,9,8,7,100,0,0,0,0,2.1666667,2.1428571,5.5,2,40,1,0,1,0,0,1,2,1,1,1,0,0,0,1,3,94.3,1,1
"USA",3,3,7,8,5,6,80,10,.5,10,5,2,2.4285715,3.75,-1,70,0,0,1,0,0,1,-2,-2,-2,-1,1,0,0,0,3,0,1,1
"USA",1,1,10,10,5,10,100,1,0,1,0,3.6666667,2.8571429,1.5,-3,100,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",2,5,10,8,10,0,100,0,0,0,0,4.3333335,2.2857144,6,3,0,1,0,1,0,0,0,1,-2,2,1,0,0,1,0,3,13.62,1,1
"USA",3,2,0,7,4,3,100,10,.1,10,1,2.1666667,2.1428571,3.25,2,90,0,0,0,0,0,0,1,-2,1,-1,1,0,0,0,3,0,1,1
"USA",4,3,10,10,10,10,100,5,0,5,0,3.3333333,2.2857144,6,0,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",1,4,10,9,5,10,100,10,.1,10,1,2.1666667,1.4285715,5.25,1,90,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,31,0,0
"USA",3,1,0,10,10,10,100,5,.5,5,2.5,3.3333333,2.2857144,3,3,50,0,0,1,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",3,1,10,7,2,5,80,5,0,5,0,2.1666667,1.8571428,5,2,40,1,0,1,1,1,1,1,-2,-1,-1,1,0,0,0,3,0,1,1
"USA",4,5,0,10,0,5,100,5,0,5,0,3.3333333,2.4285715,5.5,2,100,0,0,0,0,1,1,-1,-2,-1,-1,0,0,0,1,3,94.5,1,1
"USA",1,3,10,10,8,10,100,0,0,0,0,3.1666667,2.2857144,6,0,70,0,0,1,0,0,0,1,-2,-1,2,0,1,0,0,3,13.7,1,1
"USA",4,2,0,5,0,0,100,1,0,1,0,4.6666665,2.2857144,3.75,3,0,0,0,0,1,0,0,-2,-1,-2,-2,0,0,0,1,3,98,0,0
"USA",3,1,8,8,8,8,100,20,.5,20,10,2.6666667,2.1428571,5,1,80,0,1,1,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,2,7,9,2,3,90,10,.1,10,1,2.3333333,2.1428571,4,1,80,1,0,1,0,0,0,2,-1,1,1,0,0,0,1,3,94.45,1,1
"USA",3,4,10,8,10,10,100,5,.1,5,.5,2.5,2,3.25,0,80,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,3,0,1,1
"USA",1,2,10,5,5,10,100,5,0,5,0,2.3333333,2.1428571,2.75,1,50,0,0,0,1,0,0,-1,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",4,1,7,9,3,6,100,1,0,1,0,3,2.1428571,3.75,0,50,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,3,95,0,0
"USA",1,3,10,10,3,10,100,10,0,10,0,2.6666667,2.2857144,4.5,1,100,0,0,1,0,0,0,-1,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",1,4,10,7,9,7,100,5,0,5,0,2,2,3.75,3,80,0,1,0,0,0,0,-2,-2,-2,-1,0,1,0,0,3,13.45,1,1
"USA",2,3,8,8,8,8,20,5,.2,5,1,2.1666667,2.4285715,3,2,20,1,0,0,1,0,0,1,1,2,1,0,0,1,0,3,13.75,1,1
"USA",1,3,8,9,7,8,90,17.5,1,17.5,17.5,2.1666667,2.2857144,2,2,70,1,1,1,1,0,0,-1,2,1,2,0,1,0,0,3,34,0,0
"USA",1,5,9,10,8,8,90,1,.1,1,.1,2.8333333,1.8571428,4.75,0,80,1,1,1,1,0,0,-1,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",2,3,10,10,9,10,50,5,.5,5,2.5,2.6666667,2.8571429,3,3,50,1,1,1,1,1,1,2,2,2,2,0,0,1,0,3,13.45,1,1
"USA",1,5,10,5,5,6,100,0,.1,0,0,3.3333333,2.1428571,4,2,90,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",2,4,10,10,0,0,100,1,0,1,0,4.1666665,2.2857144,5.75,0,50,1,0,1,1,1,1,-1,-1,-1,-1,0,0,1,0,3,13.45,1,1
"USA",2,3,3,6,2,5,80,22.5,.60000002,22.5,13.500001,3,2.1428571,4.5,1,60.000004,1,1,1,0,1,1,-2,-2,-1,-2,0,0,1,0,3,6,0,0
"USA",3,3,5,7,6,7,80,400.20001,.80000001,400.20001,320.16,2.1666667,2.4285715,3.25,1,70,1,1,1,1,1,1,1,1,2,1,1,0,0,0,3,402.2,0,0
"USA",1,3,10,10,0,0,100,10,.5,10,5,4.3333335,1.7142857,2,0,20,1,1,1,0,0,0,-2,-2,1,-1,0,1,0,0,3,13.45,1,1
"USA",1,5,8,5,0,5,90,2,.2,2,.40000001,1.5,2.1428571,5,2,40,0,1,0,1,1,1,-1,-2,-2,-2,0,1,0,0,3,13.54,1,1
"USA",3,5,8,8,8,8,100,25,0,25,0,1.6666666,2.5714285,3.5,2,80,0,1,0,0,0,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,2,10,6,3,10,100,1,0,1,0,3.3333333,2.2857144,5.75,2,80,0,0,1,1,0,1,1,-2,1,1,0,0,1,0,3,13.45,1,1
"USA",4,5,10,5,5,5,100,10,0,10,0,2.1666667,2,4,0,50,1,1,0,0,0,0,-2,1,-2,-2,0,0,0,1,3,94,1,1
"USA",4,4,10,10,10,9,100,30,.89999998,30,27,3.1666667,2.7142856,2.75,3,100,0,0,1,0,0,0,-2,1,2,-2,0,0,0,1,3,94,1,1
"USA",3,1,5,10,8,9,80,27,.60000002,27,16.200001,2.1666667,2.7142856,2,3,70,0,0,0,0,0,0,2,1,-1,-1,1,0,0,0,3,25.2,0,0
"USA",1,4,10,7,0,0,100,1,0,1,0,2.3333333,2.1428571,3,-3,50,0,0,1,1,0,1,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,2,10,10,10,10,100,5,0,5,0,3.3333333,2.2857144,6,2,50,0,0,1,0,0,0,2,1,2,2,0,0,0,1,3,94.34999999999999,1,1
"USA",3,2,9,8,3,9,100,10,0,10,0,2.5,2.1428571,4.25,2,0,1,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,3,10,10,6,10,100,2,0,2,0,3.8333333,2.1428571,5.75,1,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.24,1,1
"USA",3,1,9,10,10,10,100,17.5,1,17.5,17.5,2.3333333,2.5714285,3.25,3,100,1,1,1,1,1,1,2,2,2,2,1,0,0,0,3,13.45,0,0
"USA",1,4,8,7,2,6,80,3,.30000001,3,.90000004,1.3333334,1.7142857,2.5,1,60.000004,0,0,1,0,0,1,1,-2,-1,-1,0,1,0,0,3,13.45,1,1
"USA",2,3,10,9,10,10,100,2,.5,2,1,3.3333333,2.1428571,3,0,80,0,1,1,0,0,1,-2,-2,-2,-2,0,0,1,0,3,13.52,1,1
"USA",2,2,9,10,10,9,80,14.5,.80000001,14.5,11.6,3.1666667,2.7142856,3.25,1,90,0,1,1,0,1,0,-2,-1,2,-2,0,0,1,0,3,13.45,1,1
"USA",4,5,10,7,4,4,100,20,.2,20,4,2.6666667,2,3.5,2,70,0,1,0,1,0,0,-1,-2,-1,-1,0,0,0,1,3,94,1,1
"USA",4,1,9,3,0,9,100,5,.1,5,.5,2.5,2,4.25,2,50,0,0,1,0,0,0,-1,-2,1,-2,0,0,0,1,3,94.45,1,1
"USA",2,3,8,10,10,9,100,100,.69999999,100,70,2.1666667,2.1428571,1.75,2,30.000002,1,0,1,0,0,0,1,1,2,1,0,0,1,0,3,4.2,0,0
"USA",3,4,10,10,10,10,50,5,.5,5,2.5,2.6666667,2.8571429,3,3,50,1,1,1,1,1,1,2,2,2,2,1,0,0,0,3,13.45,0,0
"USA",3,5,8,7,0,5,100,20,0,20,0,3.3333333,1.5714285,3.25,0,90,1,0,0,0,0,1,1,-2,1,-2,1,0,0,0,3,0,1,1
"USA",4,2,10,7,2,5,100,5,0,5,0,2.5,2.1428571,3,2,80,1,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,3,96.56999999999999,0,0
"USA",1,4,10,9,0,10,70,1,0,1,0,2.5,2.2857144,4.5,0,0,1,0,1,1,0,0,-1,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",2,4,5,5,5,5,50,0,0,0,0,1.5,2.1428571,4.25,1,50,1,0,1,1,0,1,-2,-2,-2,-1,0,0,1,0,3,13.25,1,1
"USA",2,4,10,3,0,0,100,3,0,3,0,3,2.1428571,5.5,0,80,1,0,0,1,0,0,-2,-2,-2,-2,0,0,1,0,3,13.74,1,1
"USA",4,1,10,7,2,8,100,10,0,10,0,1.5,2.2857144,4,1,40,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",4,5,10,9,0,10,90,10,.2,10,2,1.5,2.4285715,5,2,90,1,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",2,4,0,5,5,3,90,5,0,5,0,2.3333333,2.1428571,5.5,1,10,1,0,1,1,1,1,-2,-2,-2,-2,0,0,1,0,3,13.11,1,1
"USA",3,1,8,8,1,0,100,5,.1,5,.5,2.6666667,2,4,2,10,1,1,1,1,0,0,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,2,2,7,8,5,60.000004,10,.60000002,10,6,3.5,2.4285715,3.5,0,60.000004,1,1,1,1,0,1,-2,-2,1,-2,0,1,0,0,3,3,0,0
"USA",3,2,9,3,0,3,100,0,0,0,0,3.5,2,6,1,50,1,0,1,1,0,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,2,10,8,10,10,100,20,.30000001,20,6,2.1666667,2.2857144,5.25,2,30.000002,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,98,0,0
"USA",1,4,10,9,2,10,100,10,.1,10,1,3.6666667,2,5.75,0,20,0,0,0,1,1,1,2,-1,1,1,0,1,0,0,3,30,0,0
"USA",3,2,5,7,0,0,100,5,0,5,0,2.8333333,1.8571428,4,2,80,0,0,0,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,3,9,6,0,4,100,10,.69999999,10,7,3.6666667,2,4.75,2,70,1,0,1,0,1,1,-1,-1,-2,-2,0,0,0,1,3,97.09999999999999,0,0
"USA",3,4,7,5,1,5,70,1,0,1,0,2.3333333,2.4285715,4.25,0,50,1,1,1,0,0,0,-1,-1,-2,-1,1,0,0,0,3,0,1,1
"USA",3,4,9,9,1,10,100,20,.40000001,20,8,2.3333333,2.1428571,4.5,2,80,1,1,0,1,0,0,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,1,10,10,0,10,100,20,0,20,0,1.6666666,2,3.75,0,40,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,90,0,0
"USA",2,3,5,1,3,2,40,2,.1,2,.2,2.6666667,2,4.5,0,50,0,0,0,1,0,1,-1,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",3,4,8,10,9,7,80,10,.1,10,1,1.6666666,1.5714285,3.5,0,40,0,0,0,0,0,0,-2,-1,-2,-2,1,0,0,0,3,0,1,1
"USA",3,1,5,10,2,10,50,10,.2,10,2,3.1666667,2.4285715,3.5,0,50,0,0,0,0,1,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",2,2,10,10,10,10,100,1,0,1,0,3.8333333,1.8571428,5.75,3,50,1,0,1,1,1,1,-2,2,-2,2,0,0,1,0,3,14,0,0
"USA",2,3,10,9,2,7,100,0,0,0,0,2.1666667,1.8571428,3.5,0,90,0,0,0,1,0,0,-2,-2,-2,-2,0,0,1,0,3,15,0,0
"USA",3,5,4,6,2,5,90,10,0,10,0,1,1.8571428,2,1,80,1,1,0,0,1,0,-1,-2,-1,-1,1,0,0,0,3,0,1,1
"USA",3,4,0,6,0,6,100,10,0,10,0,3,2.2857144,5,0,80,0,0,0,0,1,1,-2,-2,-2,-1,1,0,0,0,3,0,1,1
"USA",2,3,8,8,6,7,70,5,.1,5,.5,1.8333334,2.2857144,3.5,1,60.000004,0,0,1,0,0,0,-2,-1,-2,-2,0,0,1,0,3,13.5,1,1
"USA",3,1,10,10,10,10,100,151.10001,1,151.10001,151.10001,2.3333333,2.8571429,3.25,3,90,1,1,1,1,1,1,2,2,1,1,1,0,0,0,3,1500,0,0
"USA",1,3,10,8,7,10,100,1,0,1,0,2.3333333,2.2857144,4.5,0,100,0,0,1,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,1,10,7,0,0,100,20,.1,20,2,3.5,2.1428571,3.75,2,10,1,1,1,1,0,1,2,1,2,1,0,0,0,1,3,94.45,1,1
"USA",3,5,0,6,0,0,100,10,.1,10,1,3.5,2.1428571,5,1,90,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,4,10,9,10,10,100,10,.5,10,5,3.3333333,1.8571428,4.25,1,100,1,1,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",3,2,9,10,7,9,100,5.5,1,5.5,5.5,2.6666667,2.5714285,3,3,90,1,1,1,0,0,1,1,2,1,2,1,0,0,0,3,5.5,0,0
"USA",4,4,10,10,6,5,100,0,0,0,0,2.3333333,2.1428571,5,1,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,90,0,0
