D,P,Q,R,U,W,X,Y,Z
0,0.2869397646443647,0,0,0,1,-0.4216518880297372,1.055746553213012,0
0,0.2048117923839675,1,0,0,1,-0.3088214116292027,-1.661484243709341,1
1,-1.0538753544763255,0,0,1,1,3.0516764382548613,1.677375066323537,1
0,1.533524669146233,0,0,0,1,-1.5506268135888857,-2.545227577916251,0
1,-0.3818433876273701,1,1,1,0,3.4518276456832147,-6.858333199083704,0
0,-0.9008105536954876,1,1,0,0,1.81012895842982,-2.648003428519743,0
0,0.6740956702705676,0,0,0,0,-0.9960674321858504,-1.7324638047539103,0
1,0.08672662208750467,1,1,0,1,-0.25352373640203574,-1.5379641381500797,1
0,0.4631082057322346,0,0,1,0,-0.5126677013911627,-3.839414946863538,1
1,-0.8626540634365023,1,0,0,0,-0.057033882462189434,-4.252788645321289,0
1,0.08429824960750616,0,0,0,1,1.6200174899261635,2.8284331416197115,0
1,-1.5445536505255952,1,1,0,0,1.7697336194460405,-1.3638683116699646,0
1,0.47318333711667265,0,1,0,0,0.07357654454567936,-0.4484173574637608,0
1,-0.0773406072216409,1,0,0,0,1.7024135428747607,-1.9837105298450102,0
0,-0.6746834348767907,0,0,0,0,0.23091211963893937,-1.4952854813022236,0
1,-0.5818661398878504,1,1,1,0,2.3819840292861336,-7.99018753846959,0
0,-0.10707200054915465,0,0,1,0,-0.154440059318526,-3.3405323785180783,1
1,-0.8836867039765051,1,0,1,0,1.6609122228564095,-5.517509300557579,1
1,0.9103606459663299,1,1,1,0,2.8631175645907305,-6.357837818247489,0
0,1.5677930695681175,0,0,0,1,-2.011436476720848,0.7659368987347592,1
1,0.580087626718363,0,0,1,0,-0.1672317638880364,-4.233557061184992,1
0,0.9630213385658565,0,0,0,1,-1.3655337148479814,-2.3018888548435013,0
1,0.785413186589147,1,0,0,0,-0.021910620987756646,-4.742154159370071,0
1,-1.660934815953134,0,1,0,1,3.6054182993366295,1.0626106088252332,0
1,0.48576319532426154,0,1,1,0,1.4838910664077878,-6.160542943954137,0
1,0.5420779744269235,1,1,1,0,2.049574462214571,-5.428533918435703,1
0,-0.7862111910542251,0,1,0,1,0.3153518523129395,1.360673741893508,0
0,-0.06637473660344016,0,1,0,1,-0.5299660486538953,-1.1879963830155447,0
1,-0.1694879985517442,0,0,1,0,0.9535868759529317,-1.6399371265493223,1
1,0.7334804063376075,1,1,1,0,1.2526999627918392,-4.798258647399907,1
1,-0.6450735581405452,0,1,1,0,4.182392868909006,-2.098424101902147,0
1,-0.8976602241300958,1,1,1,0,2.8902419915280544,-8.196178677226772,0
1,0.3720686051490991,0,0,0,1,-0.44801911900301145,0.8563246003015894,0
1,-1.3357427670368303,0,1,1,1,4.0303611757658855,2.661132819447298,1
0,1.2709991068232835,0,0,0,1,0.07217826057560961,-1.7526322078146759,0
0,0.20275481256684746,0,0,0,1,-1.7421155840792608,1.1952474291954318,1
1,-0.2634894924770334,1,0,1,0,2.8021565497385477,-3.2101388883540394,1
1,0.83893145772533,0,1,0,1,-0.2352662381020898,2.560791206381733,1
1,-1.0831527564748396,1,1,0,1,2.8570397951772626,0.3355708682340346,1
1,-1.3937471106055266,1,1,0,1,1.8416348489229244,1.0600602716807341,1
1,0.6893517457091303,0,1,0,1,0.16587278515552603,2.9287370911592574,1
1,0.4502046615590334,1,1,0,1,1.6091302841409276,1.1356113402289054,1
1,0.05052300740741046,1,1,0,0,0.24205545069485346,-3.2090591105965114,0
0,1.5507229925021009,0,1,0,1,-1.0455949860677927,0.34143030987209144,1
1,2.0160637442099003,1,1,0,1,-1.1618090271925345,-2.945828959885442,0
1,-0.36393455932162105,0,0,1,0,1.6233259477728248,-2.6199907386008676,1
0,2.2557498364861157,1,1,0,0,-1.6841897138095034,-5.494224682946956,0
1,-1.3524400722514673,0,1,0,1,2.295722257930804,1.899412027649021,0
1,0.46256835310770245,1,1,1,0,0.918038558493942,-6.281429280737434,1
1,0.453554776449065,1,1,1,0,-0.5934483832135045,-6.715596010977926,1
0,0.33819005262021307,1,0,0,1,0.11206684292424707,-0.5776383411987858,1
1,0.7712627878479001,1,1,0,1,1.5635556646767614,-0.569979589729277,1
1,0.5295898446377871,1,1,0,0,0.5037761022826822,-2.661336410572371,0
1,-0.13179494485763724,1,0,1,0,1.4959801763856835,-10.21768549053647,0
1,-1.6984622463597236,0,1,0,1,2.2154890378219005,3.005617091575371,0
0,-0.09686782135962065,1,1,0,1,0.014694202881055718,-1.8101385204568672,1
1,-0.06491799241198136,0,1,0,1,-0.14448681542949582,2.3614210721810687,1
0,1.684170004998564,0,0,0,1,-0.2047011731292252,-0.36189782220792827,0
1,-0.6814642747450838,1,1,0,0,2.551092836967863,-3.966602590436367,0
0,1.2682572159242937,0,1,1,0,-0.9872354694803802,-5.879054467370112,1
1,1.3775545352188718,0,1,0,1,0.627430544034294,0.7868238172001399,0
0,0.4083343105191035,0,0,0,1,-1.476923215394837,-0.6451926656735718,0
1,-1.7501068973999192,0,0,1,1,3.086508246126969,0.32333114846576755,1
1,0.2450872526416701,1,0,0,0,-1.083878348058826,-3.9930850237013162,0
1,-0.10807758994345332,1,1,0,0,0.3731055155682703,-3.237012827990483,0
1,-2.115210802375839,0,0,0,1,3.262047631372317,4.1090894918862695,0
1,0.27617992446065925,1,1,1,0,2.673285301554025,-4.355635937547338,1
0,0.3216241114591349,0,0,1,0,1.384302570295671,-4.205320186439009,0
1,-0.08626498888489263,1,1,0,1,0.4520550521563501,-0.4003625581973399,1
1,0.7643905611988715,1,1,1,0,3.919393801864955,-3.57239113127013,1
1,-0.22252856380828007,1,1,1,0,2.3081670781732475,-9.181052563763698,0
1,-1.4385025233892021,1,0,1,0,-0.41723285145935307,-6.819667600346783,1
1,-0.3837916089893117,0,0,0,1,1.0259654008873007,0.4103386556286386,0
1,-0.720291208452147,1,1,1,0,2.5886979900165796,-3.7304744689050287,1
0,0.5892905936078664,1,1,0,0,-1.5017037338438746,-5.509342468100862,0
0,-0.6117191893859021,0,0,0,1,1.471089867851089,1.6848795701779513,0
1,0.17470976240403105,0,0,1,0,1.6696234656764528,-3.593509364045032,0
1,-0.672851208840584,1,1,1,0,3.047761776075749,-4.570916591137209,1
0,1.9612232934450395,0,0,0,1,-2.701715036398764,-0.6699223541620903,1
1,-1.743551979884805,1,1,0,0,0.9230625088238269,-3.2088707768954396,0
1,-2.1441748170049997,1,1,1,0,3.9689977163283707,-1.1291118071378277,1
0,-0.2250162569411201,0,0,0,1,-0.7737459720806645,-0.9369052463287759,0
1,-0.23120020746517334,1,1,0,0,0.3479432489115174,-4.638990370882852,0
0,-0.43797354473513483,1,0,1,0,0.023039408919844462,-6.426548473813578,1
1,2.129267568700088,1,1,0,0,0.3069475253918319,-4.75946107818051,0
1,0.15435558197662785,1,1,0,0,1.098096407768949,-3.424912297338122,0
1,-1.8944771373597924,0,1,1,1,3.4868456705564275,1.3935231643184103,1
0,0.07952813621999598,0,0,0,1,0.4539725330726794,-0.11531350662972384,0
0,0.27124840551518636,0,0,1,0,0.7980351855409568,-5.201559926589092,0
1,0.6250867201120859,0,1,1,0,1.4289891039847815,-4.393863950545663,0
0,0.90845942453277,0,0,1,0,-0.47026161395901667,-9.225754099210484,0
1,0.7432700825138367,0,1,1,0,2.1443423397403003,-3.8017355535051665,0
0,0.8112366028051897,0,0,1,0,0.7185126872759664,-4.754162455761934,0
0,-0.8912892534593109,0,0,1,0,1.5023839525035063,-1.5062463733248441,1
1,-0.17034791405993413,0,1,1,0,2.229793427690384,-2.7177080534926263,0
1,1.0392232729270343,1,1,1,0,1.2637679184329298,-4.476875511384893,1
1,-0.5233323262692611,1,1,1,0,1.9676425569282574,-5.395228097912171,1
1,-0.3130884676874206,1,1,1,0,1.887180383013586,-8.998787111889724,0
0,1.3182635874388495,0,0,0,1,-1.786574074218553,2.5290718891611714,1
0,1.0737834901903507,1,0,0,0,-1.3836625241005889,-6.435064552272651,0
0,-0.21684720029651713,0,1,1,1,0.8879210218315308,-0.6905952168371692,1
1,-0.48197339755125596,1,1,0,0,0.5942760177262973,-3.828249801310603,0
1,0.7021963166366884,0,1,1,0,1.5537156348435937,-3.5921406891834984,0
0,-0.928115360822942,0,0,0,1,0.8993735924812083,4.028369303207886,1
0,1.860586546001593,0,0,1,0,0.1471489413435687,-4.834714348329884,1
1,0.808216801788334,1,0,1,0,-1.2085335490618185,-7.850103620474111,1
1,-0.5036909673179863,1,1,0,1,1.5136632304018693,-0.08736126785029208,1
1,-1.3031975684083736,1,1,1,0,2.8570255802326647,-7.364972654123407,0
1,0.23601326158535618,0,1,0,0,-0.9014681487221478,-3.31231682361113,0
1,0.6229481968482101,1,1,1,0,1.2890745636011192,-6.7030813310061585,1
1,-1.0633878658216445,1,1,1,0,5.5142824429553325,-1.150430975998071,1
1,0.9293649208639855,1,1,1,0,-0.048545077842358175,-5.83474002933737,1
0,0.9187756031296813,0,1,1,0,-0.1142168410098976,-7.034111228851578,0
1,0.007274999812655477,1,0,1,0,1.6870220926936388,-4.457527558031069,1
0,0.444067624526916,0,0,1,0,-0.43126630914422515,-5.512197044756386,1
0,0.5527883254726361,1,1,0,1,-0.016596792643542857,0.3960622335167352,1
1,-1.2065724549853598,0,0,1,0,1.6697884387750914,-3.0184592421408034,0
0,0.09736757096375367,0,0,1,0,0.8560064263550806,-6.5046922620204874,0
1,-0.0933621723356399,1,1,0,1,3.037837559229847,-1.815245084379534,0
1,-0.8074267965521313,0,0,0,1,1.699144676154841,2.683619802091527,0
0,0.015600424802643537,0,0,0,1,-0.40084006184620513,1.7978911918142673,1
0,1.1571475132710758,0,0,1,0,0.10815313034900159,-5.023548687809307,0
1,0.7440517674687139,1,1,0,0,-0.7204071089607342,-3.6818689023868343,0
1,0.07291922048867326,1,1,1,0,1.7905112441590907,-8.696171174080659,0
1,-1.0508035663652446,0,0,1,0,2.2279817410714555,-2.0077449618815018,1
1,-1.1105112146678267,1,0,0,1,0.4366731471640105,0.9656177992708569,1
0,-0.8170102419350407,0,0,0,0,-1.1975500621837991,-0.9225937979267866,0
1,0.23761563684109746,1,1,0,1,0.002644540491019143,-1.950286530104039,1
1,-0.7584252092057256,1,1,1,0,3.233394632875057,-4.997848788728003,1
0,0.6880292683684951,1,1,0,1,-0.4719143913829944,-3.828388879577292,0
1,0.6363784330344557,1,0,0,0,-0.9282378521451783,-3.1453284108403454,0
1,-0.433906625811517,1,1,0,1,1.3274491510174693,0.6224545514956951,1
0,1.0378335099828664,1,1,1,0,-1.1873573457953996,-7.363561388746822,1
1,-0.37082226463678186,1,0,0,0,1.5985254330963246,-3.4374313453116723,0
0,-1.14577969692801,0,0,0,1,-0.12212198881143155,-0.7772672147727193,0
0,0.06571177023175961,0,0,0,1,0.22123917682091032,2.6252697518187866,1
1,-0.0630542113694725,1,1,0,0,2.609013815445514,-1.3296075263621747,0
1,-0.40242309349685434,1,1,0,1,0.9472643034456417,-1.8653087096645096,0
1,-1.8035653657757755,0,1,1,0,4.312118113943108,-2.288235942717,0
1,-0.9271443844539158,1,1,0,1,1.7842102734688243,-0.9347329762837859,0
0,-0.8389934223802251,0,0,1,0,0.7911231999340642,-5.925544393089889,0
1,-0.02165720530850304,1,0,1,0,0.8592289293306068,-6.029663713717993,1
1,0.9844804162613439,1,1,0,0,0.04933895760570416,-5.037654863939435,0
1,-0.6809182468373592,0,1,1,0,1.5872931223515132,-1.8917404607280504,1
1,-0.2605223319123407,0,0,0,1,0.8328692784108633,0.8875144497122774,0
0,-0.5846769290228923,0,0,1,1,0.3056487335617919,-0.45652271669160394,1
0,0.07643916735234502,0,0,0,1,-0.3706766281637921,3.074092614274929,1
0,-0.6402756870062849,0,0,1,1,0.6964324992963501,-2.9724608311624228,1
1,-1.1686331497102191,0,0,1,1,3.880641653573184,-0.2959946860074498,1
0,0.9938558187878138,0,0,1,1,-0.6614176470936214,-1.495318831687428,1
1,0.7933984941193579,1,1,1,0,-0.03679049366806941,-7.197696131492301,1
1,-0.2918099342186321,0,1,1,1,2.704017350643407,0.1709301763852178,1
1,-1.2755299884589655,1,0,0,0,2.898942511495211,0.08943404708352509,0
1,1.2761157057683332,0,1,1,1,0.72109018410945,-1.552975054653916,1
1,-0.6518464104092974,0,0,1,1,2.5839058535440462,-0.46358337840586006,1
0,0.5465215537284355,0,0,1,0,0.1784513951391331,-3.725621661829052,1
1,0.3900667404048906,1,1,0,0,1.136930617876815,-4.364202882088922,0
1,-1.3070524667509762,1,0,1,0,1.8630993926149302,-5.096144261289492,1
1,0.3304095942663437,1,0,0,0,-0.17333104602540814,-2.876086553250856,0
1,-0.36439119045453006,1,1,1,0,3.8386854680655524,-5.037467967557006,0
1,0.7613774749316162,0,1,1,1,2.242997860747721,-0.10607543145349352,1
1,-2.8107203706815476,0,0,1,0,5.058660742765658,-1.490874158669423,0
1,-1.176618822703903,0,1,1,1,3.49643713992478,0.6883105996964346,1
0,-1.2196596677283207,0,0,1,0,0.23537765640313912,-1.7935344607868533,1
1,-0.6377718566147776,0,0,0,1,2.27050104225878,6.920260532232789,1
0,0.5905315104167629,0,0,0,1,-0.6204178660158617,0.8357150889858815,0
1,-1.2368318316399727,1,1,1,0,4.387378612037373,-5.765867173801602,0
0,-0.6878869720998063,0,1,0,1,-1.6617296219512134e-4,0.2028920520212985,0
0,-0.11855088874710754,0,0,1,0,1.3500058078637736,-3.87916194539847,1
1,-1.5346743490914256,1,1,0,1,2.1901710151493785,-1.548478038589007,0
1,-0.14766557573905584,0,0,0,1,-0.17872080569488216,3.3714887086224943,1
0,0.23173360409964772,1,0,0,1,-2.0053652031176332,-3.792316174655622,1
1,-0.5761869397603698,0,0,1,1,1.7379784261989686,-1.59709125959619,1
1,-0.21564946449724323,1,1,1,0,1.7267958934435998,-9.214846368850719,0
1,-0.7861558310915381,1,1,1,0,3.6888247549134725,-3.0735339150317182,0
0,-0.2444888481411677,1,0,0,0,-1.9973440168996281,-3.638493272238488,1
0,0.07378557887030554,0,0,1,1,1.4058864741721395,-1.5556285094387625,1
0,0.16778327783163408,0,0,1,0,0.07172375474864356,-3.274493229730259,1
0,-0.3836698736637671,0,0,1,0,-2.180072474420869,-4.551589333009828,1
1,0.510964332300829,1,0,1,0,0.07799559220374275,-8.893931118331436,0
0,0.7512550594357805,1,1,0,0,-0.8722871914402928,-5.378457029910967,0
1,-1.0769381107828233,1,1,0,1,2.947941416981199,0.2651553897419494,0
1,-0.1166412757622891,0,0,1,0,3.145416505342487,-1.6174346153025436,0
1,-0.7915801141526655,1,0,0,0,0.9848692807327983,-2.419719367165559,0
0,-0.8953485057075042,0,0,0,1,-0.2710132185446642,3.1399935815464484,1
0,1.6339802136882315,0,0,0,1,-0.8961018070183621,2.193746347186531,1
1,-2.020660235345807,1,0,0,0,1.10269222367045,-4.411427287224569,0
1,0.22023502414213017,1,1,0,0,-0.27796707726299197,-5.314492377306044,0
0,0.08782259393653791,1,0,1,0,-0.27813044212673466,-6.132796635583875,1
0,-0.7312301594956,0,0,0,1,1.2020561576940116,4.582018294912809,1
0,1.1946541309469618,0,0,1,1,1.7104692359432543,-1.826588105372084,1
1,-2.546018982117032,1,1,1,0,4.088860546660149,-2.2706275012700017,1
0,1.005095467148477,0,1,0,1,-0.7328675696778235,-1.9280787923022005,0
0,0.7565120648716142,1,1,1,0,-1.1536504117236355,-9.225653419104837,0
0,1.4732037410125083,1,0,1,0,-1.5554830872793703,-6.654836907988346,1
1,-0.5724552431199689,0,0,1,1,0.4831359521649077,-2.348470374775812,1
0,-0.09424028608998636,0,0,1,0,1.9257364554528862,-3.7017867810664606,0
1,0.20802352920739622,1,0,1,0,0.6399272082410187,-9.099131376464547,0
1,-1.0347489917397743,0,1,0,1,2.9436779904875356,4.013477675593617,1
1,-1.5411647651382294,1,1,0,0,1.5744961206414314,-2.491449441788301,0
1,1.032196342209507,1,1,0,1,0.7062793207872403,-4.438265198352828,0
1,-0.7090718340540444,0,1,1,1,2.5227381785428222,0.5066843147265544,1
1,0.40832554275180455,1,1,1,0,2.994027052692096,-2.9743719198685485,1
1,-1.1046729476583828,0,0,1,1,2.421296887418275,0.3126026231301985,1
1,0.2171955210049681,1,1,0,1,2.680768452065135,0.3003213896239938,1
0,-0.5584339910873766,0,0,1,0,0.4622681755750022,-5.3898250259401586,0
1,-1.193209420533774,1,1,0,1,2.018463633072086,-1.1934645731472173,0
1,1.7859583510235866,1,1,0,1,0.6860308614004353,-1.4588390438049588,1
1,-1.1291152276097929,1,1,0,1,4.161635716827673,3.638932930592938,1
0,-1.1729233337356728,0,0,0,1,0.21209019432064014,3.136195034047873,1
1,-0.1287644067416624,1,0,1,0,0.8758784357127939,-5.827515681322489,1
1,-0.107568448449071,1,0,1,0,1.528626384372201,-8.539298881585752,0
1,-1.5953695772757477,0,0,0,1,1.0203927922350746,0.36848867134061447,0
0,-1.8166665582330863,0,0,1,0,1.77623999958657,-3.3128899472855666,0
0,-0.38589143609138715,1,0,1,0,1.6523766236637738,-5.1262189007063395,1
1,-0.34569672327103207,0,1,1,0,1.4132029536870516,-5.877811479238486,0
1,-0.811218270382357,1,1,1,0,2.9502502606449488,-8.365713907537417,0
0,0.029850755579699004,0,0,0,1,0.5072140007082121,-0.4614631528867661,0
1,-0.6478964253632021,1,1,1,0,2.18915881462899,-3.341015154144135,1
0,0.8825455882248712,0,0,0,1,-1.7245566023157881,-2.165091837340136,0
0,0.7417154986980432,0,0,1,1,1.0406742803321996,-2.3367471258683694,1
0,0.5520466989611127,0,0,0,1,0.06456143743974663,2.8544128539568607,1
1,0.06399642689768688,1,1,1,0,2.4124821526023057,-7.271795444273281,0
1,-0.18867942366922213,0,0,0,1,2.185473273980602,1.3018033713108708,0
0,1.5201656543826958,0,0,1,1,0.9521628694848123,-2.5234051462315654,1
1,0.8998189230326269,0,0,1,1,2.7656688462561254,-0.07343714959681172,1
0,1.136736072006401,1,0,1,0,-0.6135892780300333,-11.444251071533131,0
0,1.022422529284501,0,1,0,1,1.1732912500471004,4.830114665771717,1
0,1.048065187373202,1,0,1,0,-0.6138436566615723,-7.282574208966634,1
1,-0.9303316250480212,1,1,0,1,3.157374371884949,0.23037356760958994,0
1,0.6437979759487562,1,1,0,1,1.8735505151246918,-0.4364654053310215,0
0,1.170315681119312,0,0,0,1,-0.9147659090315303,0.9141216176035976,1
1,-0.10191026860981468,1,1,0,0,2.4624329382099215,-1.6601007611223184,0
1,-1.1622148622369983,0,0,1,1,1.8831318835743156,-0.45248754253223344,1
1,-0.10950391322622695,1,1,1,0,1.1315360590687336,-5.340889339929464,1
0,-0.08813369384768674,0,0,1,1,0.6014245586230408,-0.9502675012779283,1
1,-1.4533120957216712,0,1,1,0,1.5163547662916348,-1.6571102222476588,1
1,-0.6440513133016318,1,0,0,1,2.3691506925971115,-0.35788423706489425,0
1,-2.122126847623291,1,1,1,0,5.717324370544267,-1.9557252032255596,1
0,-0.5737708999860816,0,0,0,1,0.4743420364011609,4.01000978087102,1
0,1.2635318624980392,0,1,1,0,-1.5775527092433892,-6.801640066882824,0
1,-1.2528990796206843,1,1,0,1,1.1670594742039317,-0.05857003901564256,1
0,-0.6931329116987833,0,0,1,0,0.2614920618525156,-1.5541404761645135,1
1,-1.0824906741210807,1,1,1,0,3.936187942852891,-3.6481762248214804,1
0,-2.203339811645145,0,0,0,1,1.707293747020426,6.428743682362136,1
1,-0.8121447868699982,0,1,0,1,1.27992434877516,4.205712284359336,1
1,-1.9394808444835798,0,1,0,1,3.33634417606806,3.6367681235848974,0
0,-0.7423839650993542,0,0,1,0,-0.4751498261836773,-3.476403863211503,1
0,0.6953245504899137,0,0,1,0,0.3303822811768851,-5.4830512737606405,1
0,1.099124842498263,0,0,1,0,-0.016573318980177804,-5.883294677230193,0
1,0.9765963838348396,1,1,1,0,0.07839891428214962,-11.262008235211416,0
1,-0.3745261347409537,1,1,0,0,1.279650215422029,-2.9976232823392746,0
0,-0.46260523496189987,1,0,0,0,-0.4960938229197751,-3.8697293811811413,0
0,1.6967022347326408,1,1,0,0,-1.6914786819053302,-3.2905307397273535,1
1,-1.977561696308967,1,1,1,0,2.0702372302466663,-7.871397833505028,0
0,0.1174193485930566,0,0,0,1,0.07620698707882541,0.07881514123090277,0
0,-0.07163287237027409,1,0,1,0,0.5299296939733543,-8.841230771764337,1
0,0.45684265494077414,0,0,0,1,-1.0239054761419153,0.56186429482747835,0
0,0.94676690931383,0,1,0,1,-1.0227702388075652,1.106196559582112,1
1,0.6847608408660675,1,0,0,0,0.3211947752634523,-4.142642751736689,0
1,1.5502211624849909,0,0,1,0,0.1591296934963865,-3.93785142183314,1
0,-0.309891641889992,0,0,0,1,-0.14124222844958995,-0.6851650937431786,0
1,1.3438661337882918,1,1,1,0,0.3633055528338036,-11.311348115619575,0
1,1.081853403242798,0,1,0,1,0.22364473268435092,0.40606925088965706,0
0,-1.4372730325767207,0,0,0,1,2.5387379132048666,5.463382342654253,1
1,-0.7386756137555828,0,0,0,1,1.6824792533510278,2.9143185548954706,0
1,1.1263270747610408,1,1,0,0,-0.9640630385840396,-5.307530565280374,0
0,0.7211925128698796,0,0,0,1,-1.0715906769553079,1.6166639993425993,1
1,0.2620706198983876,1,1,1,0,2.1100151061710455,-8.144690544116242,0
1,-0.48918570338546263,0,1,0,1,0.37902421089301086,0.5873085405981693,0
1,-0.2752153312907278,1,1,1,0,3.1612722089692777,-3.492541714160154,1
1,0.19957791222605883,0,1,0,1,0.6777626415493724,3.6808184570895133,1
1,-3.107325155791297,0,1,0,1,4.918535435368299,4.77856488331109,0
1,-2.637863545854135,0,1,0,1,3.3928822232463474,2.4859961544836597,0
1,0.7710836618528962,1,1,1,0,-0.24670120959898134,-7.079783907805174,1
1,1.4146449437330353,1,1,1,1,1.481349100115126,-3.5760874900064517,1
1,0.05712097099703034,1,1,0,1,1.40551529417154,-1.6600814516584728,0
0,0.6741403102224437,0,0,0,1,-0.9180848677276114,0.6832811218928567,0
1,-1.620606229752884,0,0,1,0,2.987376967133359,0.17620051624294467,1
1,-0.02729472652505842,0,0,1,1,1.4430654443043176,-1.1588509130145845,1
0,-0.17007477360507905,1,0,0,0,0.32267715343514736,-3.2499808066469384,0
1,0.6277081370291585,1,1,0,1,0.6563345238369123,-1.589629446114019,0
1,-2.613732890693638,0,1,1,1,4.602244971262137,2.4893106399852316,1
1,0.5987356634156028,0,1,1,1,2.186732697408633,-2.932623804656839,0
1,-1.2022062215576799,1,1,1,0,3.247474849527929,-5.532880904800683,0
1,-0.5545692248750668,1,1,0,1,1.8642815112999083,-2.0225249654970847,0
1,-0.8449679354553107,0,0,0,1,0.7746731469967476,0.07574856320723933,0
0,-0.4871421041093794,1,0,0,0,-0.6469865110369094,-2.906031982481935,0
0,0.9247770662248933,0,0,1,1,-0.5848872081956719,-3.968899542928243,1
0,0.1559426710974546,0,0,1,0,1.2080883751763212,-3.205842421662845,1
1,-0.4323333006211768,0,0,0,1,1.545632835660565,4.920869423651483,1
1,-0.6071733826869421,0,1,1,0,3.1438405651531225,-1.5232096268345687,1
